PGN	Parameter Group Label	SPN	Name	Data Range
64933	Door Control 2	3428	Open Status of Door 6	0 to 3
64933	Door Control 2	3429	Enable Status of Door 6	0 to 3
64933	Door Control 2	3430	Lock Status of Door 7	0 to 3
64933	Door Control 2	3431	Open Status of Door 7	0 to 3
64933	Door Control 2	3432	Enable Status of Door 7	0 to 3
64933	Door Control 2	3433	Lock Status of Door 8	0 to 3
64933	Door Control 2	3434	Open Status of Door 8	0 to 3
64933	Door Control 2	3435	Enable Status of Door 8	0 to 3
64933	Door Control 2	3436	Lock Status of Door 9	0 to 3
64933	Door Control 2	3437	Open Status of Door 9	0 to 3
64933	Door Control 2	3438	Enable Status of Door 9	0 to 3
64933	Door Control 2	3439	Lock Status of Door 10	0 to 3
64933	Door Control 2	3440	Open Status of Door 10	0 to 3
64933	Door Control 2	3441	Enable Status of Door 10	0 to 3
64936	Wireless Communications Message 2	3442	Network Transceiver Status 2	0 to 255
64936	Wireless Communications Message 2	3443	Network Service Status 2	0 to 255
64936	Wireless Communications Message 2	3444	Network Antenna Status 2	0 to 255
64936	Wireless Communications Message 2	3445	Network Signal Strength 2	0 to 100 %
64936	Wireless Communications Message 2	3446	Wireless Communication Network Type 2	0 to 255
64937	Wireless Communications Message 1	3368	Network Transceiver Status 1	0 to 255
64937	Wireless Communications Message 1	3369	Network Service Status 1	0 to 255
64937	Wireless Communications Message 1	3370	Network Antenna Status 1	0 to 255
64937	Wireless Communications Message 1	3371	Network Signal Strength 1	0 to 100 %
64937	Wireless Communications Message 1	3372	Wireless Communication Network Type 1	0 to 255
64938	Engine Fluid Level/Pressure 4	3340	Engine Charge Air Cooler 1 Inlet Pressure	0 to 500 kPa
64938	Engine Fluid Level/Pressure 4	3341	Engine Charge Air Cooler 2 Inlet Pressure	0 to 500 kPa
64938	Engine Fluid Level/Pressure 4	3342	Engine Coolant Pump Differential Pressure	-7 to 403 kPa
64938	Engine Fluid Level/Pressure 4	3343	Engine Centrifugal Oil Filter speed	"0 to 257,020 rpm"
64938	Engine Fluid Level/Pressure 4	3668	Engine Intercooler Coolant Level	0 to 100 %
64938	Engine Fluid Level/Pressure 4	3676	Engine Aftercooler Coolant Level	0 to 100 %
64938	Engine Fluid Level/Pressure 4	2631	Engine Charge Air Cooler Outlet Pressure	0 to 500 kPa
64942	Fifth Wheel Smart Systems 2	3307	Fifth Wheel Error Status	0 to 15
64942	Fifth Wheel Smart Systems 2	3312	Fifth Wheel Lock Ready to Couple Indicator	0 to 3
64942	Fifth Wheel Smart Systems 2	3313	Fifth Wheel Lock Couple Status Indicator	0 to 3
64942	Fifth Wheel Smart Systems 2	3311	Fifth Wheel Slider Position	0 to 2500 mm (0 to 2.500 m)
64942	Fifth Wheel Smart Systems 2	3316	Fifth Wheel Slider Lock Indicator	0 to 3
64943	Aftertreatment 2 Intermediate Gas	3283	Aftertreatment 2 Exhaust Gas Temperature 2	-273 to 1735 deg C
64943	Aftertreatment 2 Intermediate Gas	3284	Aftertreatment 2 Diesel Particulate Filter Intermediate Gas Temperature	-273 to 1735 deg C
64943	Aftertreatment 2 Intermediate Gas	3285	Aftertreatment 2 Diesel Particulate Filter Differential Pressure	"0 to 6,425.5 kPa"
64943	Aftertreatment 2 Intermediate Gas	3286	Aftertreatment 2 Exhaust Gas Temperature 2 Preliminary FMI	0 to 31
64943	Aftertreatment 2 Intermediate Gas	3287	Aftertreatment 2 Diesel Particulate Filter Delta Pressure Preliminary FMI	0 to 31
64943	Aftertreatment 2 Intermediate Gas	3288	Aftertreatment 2 Diesel Particulate Filter Intermediate Gas Temperature Preliminary FMI	0 to 31
64944	Aftertreatment 2 Outlet Gas 2	3279	Aftertreatment 2 Exhaust Gas Temperature 3	-273 to 1735 deg C
64944	Aftertreatment 2 Outlet Gas 2	3280	Aftertreatment 2 Diesel Particulate Filter Outlet Gas Temperature	-273 to 1735 deg C
64944	Aftertreatment 2 Outlet Gas 2	3281	Aftertreatment 2 Exhaust Gas Temperature 3 Preliminary FMI	0 to 31
64944	Aftertreatment 2 Outlet Gas 2	3282	Aftertreatment 2 Diesel Particulate Filter Exhaust Gas Temperature  Preliminary FMI	0 to 31
64945	Aftertreatment 2 Intake Gas 2	3275	Aftertreatment 2 Exhaust Gas Temperature 1	-273 to 1735 deg C
64945	Aftertreatment 2 Intake Gas 2	3276	Aftertreatment 2 Diesel Particulate Filter Intake Gas Temperature	-273 to 1735 deg C
64945	Aftertreatment 2 Intake Gas 2	3277	Aftertreatment 2 Exhaust Gas Temperature 1 Preliminary FMI	0 to 31
64945	Aftertreatment 2 Intake Gas 2	3278	Aftertreatment 2 Diesel Particulate Filter Intake Gas Temperature Preliminary FMI	0 to 31
64946	Aftertreatment 1 Intermediate Gas	3249	Aftertreatment 1 Exhaust Gas Temperature 2	-273 to 1735 deg C
64946	Aftertreatment 1 Intermediate Gas	3250	Aftertreatment 1 Diesel Particulate Filter Intermediate Gas Temperature	-273 to 1735 deg C
64946	Aftertreatment 1 Intermediate Gas	3251	Aftertreatment 1 Diesel Particulate Filter Differential Pressure	"0 to 6,425.5 kPa"
64946	Aftertreatment 1 Intermediate Gas	3252	Aftertreatment 1 Exhaust Gas Temperature 2 Preliminary FMI	0 to 31
64946	Aftertreatment 1 Intermediate Gas	3253	Aftertreatment 1 Diesel Particulate Filter Delta Pressure Preliminary FMI	0 to 31
64946	Aftertreatment 1 Intermediate Gas	3254	Aftertreatment 1 Diesel Particulate Filter Intermediate Gas Temperature Preliminary FMI	0 to 31
64947	Aftertreatment 1 Outlet Gas 2	3245	Aftertreatment 1 Exhaust Gas Temperature 3	-273 to 1735 deg C
64947	Aftertreatment 1 Outlet Gas 2	3246	Aftertreatment 1 Diesel Particulate Filter Outlet Gas Temperature	-273 to 1735 deg C
64947	Aftertreatment 1 Outlet Gas 2	3247	Aftertreatment 1 Exhaust Gas Temperature 3 Preliminary FMI	0 to 31
64947	Aftertreatment 1 Outlet Gas 2	3248	Aftertreatment 1 Diesel Particulate Filter Outlet Exhaust Gas Temperature  Preliminary FMI	0 to 31
64948	Aftertreatment 1 Intake Gas 2	3241	Aftertreatment 1 Exhaust Gas Temperature 1	-273 to 1735 deg C
64948	Aftertreatment 1 Intake Gas 2	3242	Aftertreatment 1 Diesel Particulate Filter Intake Gas Temperature	-273 to 1735 deg C
64948	Aftertreatment 1 Intake Gas 2	3243	Aftertreatment 1 Exhaust Gas Temperature 1 Preliminary FMI	0 to 31
64948	Aftertreatment 1 Intake Gas 2	3244	Aftertreatment 1 Diesel Particulate Filter Intake Gas Temperature Preliminary FMI	0 to 31
64953	Tire Pressure Reference Information	3190	Tire Location	0 to 255
64953	Tire Pressure Reference Information	3191	Reference Tire Pressure	"0 to 2,000 kPa"
64954	Farebox Status	3179	Farebox Emergency Status	0 to 3
64954	Farebox Status	3181	Farebox Alarm Identifier	0 to 127
64955	Farebox Point of Sale	3170	Transaction Type	0 to 15
64955	Farebox Point of Sale	3171	Passenger Type	0 to 15
64955	Farebox Point of Sale	3176	Type of Fare	0 to 15
64955	Farebox Point of Sale	3177	Payment Details	0 to 15
64955	Farebox Point of Sale	3165	Fare Validity	0 to 15
64955	Farebox Point of Sale	3166	Pass Category	0 to 15
64955	Farebox Point of Sale	3167	Initial Fare Agency	0 to 31
64955	Farebox Point of Sale	3172	Type of Service	0 to 7
64955	Farebox Point of Sale	3173	Transfer Type	0 to 31
64955	Farebox Point of Sale	3169	Route Number	0 to 4095
64955	Farebox Point of Sale	3168	Transfer Sold	0 to 255
64956	Farebox Service Detail	3178	Farebox Service Status	0 to 3
64956	Farebox Service Detail	3180	Trip Status	0 to 7
64956	Farebox Service Detail	3174	Trip Direction	0 to 15
64956	Farebox Service Detail	3175	Fare Presets	0 to 255
64956	Farebox Service Detail	3159	Trip Number	"0 to 65,535 counts"
64956	Farebox Service Detail	3161	Pattern Number 	"0 to 65,535 counts"
64956	Farebox Service Detail	3160	Assigned Route	"0 to 65,535 counts"
64956	Farebox Service Detail	3162	Assigned Run	"0 to 65,535 counts"
64956	Farebox Service Detail	3163	Assigned Block	"0 to 65,535 counts"
64956	Farebox Service Detail	3164	Driver's farebox security code	"0 to 65,535 counts"
64957	Signal Preemption	3081	Range Code Enable	0 to 3
64957	Signal Preemption	3080	Transit Route ID Usage	0 to 3
64957	Signal Preemption	3079	Intersection Preemption Request/Response	0 to 3
64957	Signal Preemption	3084	Priority of Response Sent by Emitter	0 to 15
64957	Signal Preemption	3083	Transit Door Enable	0 to 3
64957	Signal Preemption	3082	Strobe Activation Control Status	0 to 3
64957	Signal Preemption	3085	Vehicle ID	"0 to 65,535 counts"
64958	Transit Route	3078	Agency	0 to 255
64958	Transit Route	3071	Number of bytes in the Transit Assigned Route Identity	0 to 250
64958	Transit Route	3072	Number of bytes in the Transit Assigned Run Identity	0 to 250
64958	Transit Route	3073	Number of bytes in the Transit Assigned Block Identity	0 to 250
64958	Transit Route	3074	Transit Assigned Route Identity	0 to 255 per byte
64958	Transit Route	3075	Transit Assigned Run Identity	0 to 255 per byte
64958	Transit Route	3076	Transit Assigned Block Identity	0 to 255 per byte
64959	Transit Milepost	3070	Number of bytes in the Milepost Identification	0 to 250
64959	Transit Milepost	509	Milepost Identification	0 to 255 per byte
64960	Passenger Counter	3043	Type of Passenger Count	0 to 255
64960	Passenger Counter	3047	Patron Count	0 to 250
64960	Passenger Counter	3044	Silent Alarm Status	0 to 3
64960	Passenger Counter	3045	Vehicle Use Status	0 to 3
64960	Passenger Counter	3046	Transit Run Status	0 to 3
64961	Engine Fluid Level/Pressure 3	2948	Engine Intake Valve Actuation System Oil Pressure	0 to 251 Mpa
64961	Engine Fluid Level/Pressure 3	3358	Engine Exhaust Gas Recirculation Inlet Pressure	0 to 500 kPa
64961	Engine Fluid Level/Pressure 3	4287	Engine Exhaust Valve Actuation System Oil Pressure	0 to 251 Mpa
64964	Electronic Brake Controller 5	3839	Brake Temperature Warning	0 to 3
64964	Electronic Brake Controller 5	2913	Halt brake mode	0 to 7
64964	Electronic Brake Controller 5	2912	Hill holder mode	0 to 7
64964	Electronic Brake Controller 5	2919	Foundation Brake Use	0 to 3
64964	Electronic Brake Controller 5	2917	XBR System State	0 to 3
64964	Electronic Brake Controller 5	2918	XBR Active Control Mode	0 to 15
64964	Electronic Brake Controller 5	2921	XBR Acceleration Limit	-12.5 to +12.5 m/s²
64965	ECU Identification Information	2901	ECU Part Number	0 to 255 per byte
64965	ECU Identification Information	2902	ECU Serial Number	0 to 255 per byte
64965	ECU Identification Information	2903	ECU Location	0 to 255 per byte
64965	ECU Identification Information	2904	ECU Type	0 to 255 per byte
64965	ECU Identification Information	4304	ECU Manufacturer Name	0 to 255 per byte
64966	Cold Start Aids	626	Engine Start Enable Device 1	0 to 3
64966	Cold Start Aids	1804	Engine Start Enable Device 2	0 to 3
64966	Cold Start Aids	2899	Engine Start Enable Device 1 Configuration	0 to 15
64966	Cold Start Aids	2898	Engine Start Enable Device 2 Configuration	0 to 15
64967	Off-Highway Engine Control Selection States	2896	Engine Auxiliary Governor State	0 to 3
64967	Off-Highway Engine Control Selection States	2890	Engine Multi-Unit Sync State	0 to 3
64967	Off-Highway Engine Control Selection States	2891	Engine Alternate Low Idle Select State	0 to 3
64967	Off-Highway Engine Control Selection States	2888	Engine Alternate Rating Select State	0 to 255
64967	Off-Highway Engine Control Selection States	2889	Engine Alternate Droop Accelerator 1 Select State	0 to 15
64967	Off-Highway Engine Control Selection States	2893	Engine Alternate Droop Accelerator 2 Select State	0 to 15
64967	Off-Highway Engine Control Selection States	2894	Engine Alternate Droop Remote Accelerator Select State	0 to 15
64967	Off-Highway Engine Control Selection States	2895	Engine Alternate Droop Auxiliary Input Select State	0 to 15
64968	Operator Primary Intermediate Speed Control state	2892	Engine Operator Primary Intermediate Speed Select State	0 to 15
64969	Electronic Control Module Information	2887	Total Count of Configuration Changes Made	"0 to 64,255 counts"
64970	Intermediate Speed Control	2880	Engine Operator Primary Intermediate Speed Select	0 to 15
64971	Off-Highway Engine Control Selection	2884	Engine Auxiliary Governor Switch	0 to 3
64971	Off-Highway Engine Control Selection	1377	Engine Synchronization Switch	0 to 3
64971	Off-Highway Engine Control Selection	2883	Engine Alternate Low Idle Switch	0 to 3
64971	Off-Highway Engine Control Selection	2882	Engine Alternate Rating Select	0 to 255
64971	Off-Highway Engine Control Selection	2881	Engine Alternate Droop Accelerator 1 Select	0 to 15
64971	Off-Highway Engine Control Selection	2879	Engine Alternate Droop Accelerator 2 Select	0 to 15
64971	Off-Highway Engine Control Selection	2886	Engine Alternate Droop Remote Accelerator Select	0 to 15
64971	Off-Highway Engine Control Selection	2885	Engine Alternate Droop Auxiliary Input Select	0 to 15
64972	Operators External Light Controls Message	2873	Work Light Switch	0 to 15
64972	Operators External Light Controls Message	2872	Main Light Switch	0 to 15
64972	Operators External Light Controls Message	2876	Turn Signal Switch	0 to 15
64972	Operators External Light Controls Message	2875	Hazard Light Switch	0 to 3
64972	Operators External Light Controls Message	2874	High-Low Beam Switch	0 to 3
64972	Operators External Light Controls Message	2878	Operators Desired Back-light	0 to 100 %
64972	Operators External Light Controls Message	2877	Operators Desired - Delayed Lamp Off Time	"0 to 64,255 s"
64973	Operator Wiper and Washer Controls Message	2864	Front Non-operator Wiper Switch	0 to 15
64973	Operator Wiper and Washer Controls Message	2863	Front Operator Wiper Switch	0 to 15
64973	Operator Wiper and Washer Controls Message	2865	Rear Wiper Switch	0 to 15
64973	Operator Wiper and Washer Controls Message	2869	Front Operator Wiper Delay Control	0 to 100 %
64973	Operator Wiper and Washer Controls Message	2870	Front Non-operator Wiper Delay Control	0 to 100 %
64973	Operator Wiper and Washer Controls Message	2871	Rear Wiper Delay Control	0 to 100 %
64973	Operator Wiper and Washer Controls Message	2867	Front Non-operator Washer Switch	0 to 7
64973	Operator Wiper and Washer Controls Message	2866	Front Operator Washer Switch	0 to 7
64973	Operator Wiper and Washer Controls Message	2868	Rear Washer Function	0 to 7
64976	Inlet/Exhaust Conditions 2	2809	Engine Air Filter 2 Differential Pressure	0 to 12.5 kPa
64976	Inlet/Exhaust Conditions 2	2810	Engine Air Filter 3 Differential Pressure	0 to 12.5 kPa
64976	Inlet/Exhaust Conditions 2	2811	Engine Air Filter 4 Differential Pressure	0 to 12.5 kPa
64976	Inlet/Exhaust Conditions 2	3562	Engine Intake Manifold #2 Pressure	0 to 500 kPa
64976	Inlet/Exhaust Conditions 2	3563	Engine Intake Manifold #1 Absolute Pressure	0 to 500 kPa
64977	FMS-standard Interface Identity/Capabilities	2804	FMS-standard Diagnostics Supported	0 to 3
64977	FMS-standard Interface Identity/Capabilities	2805	FMS-standard Requests Supported	0 to 3
64977	FMS-standard Interface Identity/Capabilities	2806	FMS-standard SW-version supported.	0 to 255 per byte
64978	ECU Performance	2803	Keep-Alive Battery Consumption	0 to 64255mAhr (64.255Ahr)
64978	ECU Performance	2802	Data Memory Usage	0 to 100 %
64979	Turbocharger Information 6	2629	Engine Turbocharger 1 Compressor Outlet Temperature	-273 to 1735 deg C
64979	Turbocharger Information 6	2799	Engine Turbocharger 2 Compressor Outlet Temperature	-273 to 1735 deg C
64979	Turbocharger Information 6	2800	Engine Turbocharger 3 Compressor Outlet Temperature	-273 to 1735 deg C
64979	Turbocharger Information 6	2801	Engine Turbocharger 4 Compressor Outlet Temperature	-273 to 1735 deg C
64980	Cab Message 3	2796	Transfer Case Selector Switch	0 to 7
64980	Cab Message 3	3314	Fifth Wheel Release Control	0 to 3
64980	Cab Message 3	3315	Fifth Wheel Release Control Security Lockout	0 to 3
64980	Cab Message 3	3809	Transmission Oil Level Request	0 to 3
64981	Electronic Engine Controller 5	2789	Engine Turbocharger 1 Calculated Turbine Inlet Temperature	-273 to 1735 deg C
64981	Electronic Engine Controller 5	2790	Engine Turbocharger 1 Calculated Turbine Outlet Temperature	-273 to 1735 deg C
64981	Electronic Engine Controller 5	2791	Engine Exhaust Gas Recirculation (EGR) Valve Control	0 to 160.6375 %
64981	Electronic Engine Controller 5	2792	Engine Variable Geometry Turbocharger (VGT) Air Control Shutoff Valve	0 to 3
64981	Electronic Engine Controller 5	2795	Engine Variable Geometry Turbocharger (VGT) 1 Actuator Position	0 to 100 %
64982	Basic Joystick Message 1	2675	Joystick 1 X-Axis Neutral Position Status	0 to 3
64982	Basic Joystick Message 1	2670	Joystick 1 X-Axis Lever Left Negative Position Status	0 to 3
64982	Basic Joystick Message 1	2665	Joystick 1 X-Axis Lever Right Positive Position Status	0 to 3
64982	Basic Joystick Message 1	2660	Joystick 1 X-Axis Position	0 to 102 %
64982	Basic Joystick Message 1	2676	Joystick 1 Y-Axis Neutral Position Status	0 to 3
64982	Basic Joystick Message 1	2671	Joystick 1 Y-Axis Lever Back Negative Position Status	0 to 3
64982	Basic Joystick Message 1	2666	Joystick 1 Y-Axis Lever Forward Positive Position Status	0 to 3
64982	Basic Joystick Message 1	2661	Joystick 1 Y-Axis Position	0 to 102 %
64982	Basic Joystick Message 1	2681	Joystick 1 Y-Axis Detent Position Status	0 to 3
64982	Basic Joystick Message 1	2680	Joystick 1 X-Axis Detent Position Status	0 to 3
64982	Basic Joystick Message 1	2688	Joystick 1 Button 4 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2687	Joystick 1 Button 3 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2686	Joystick 1 Button 2 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2685	Joystick 1 Button 1 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2692	Joystick 1 Button 8 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2691	Joystick 1 Button 7 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2690	Joystick 1 Button 6 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2689	Joystick 1 Button 5 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2696	Joystick 1 Button 12 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2695	Joystick 1 Button 11 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2694	Joystick 1 Button 10 Pressed Status	0 to 3
64982	Basic Joystick Message 1	2693	Joystick 1 Button 9 Pressed Status	0 to 3
64983	Extended Joystick Message 1	2677	Joystick 1 Grip X-Axis Neutral Position Status	0 to 3
64983	Extended Joystick Message 1	2672	Joystick 1 Grip X-Axis Lever Left Negative Position Status	0 to 3
64983	Extended Joystick Message 1	2667	Joystick 1 Grip X-Axis Lever Right Positive Position Status	0 to 3
64983	Extended Joystick Message 1	2662	Joystick 1 Grip X-Axis Position	0 to 102 %
64983	Extended Joystick Message 1	2678	Joystick 1 Grip Y-Axis Neutral Position Status	0 to 3
64983	Extended Joystick Message 1	2673	Joystick 1 Grip Y-Axis Lever Back Negative Position Status	0 to 3
64983	Extended Joystick Message 1	2668	Joystick 1 Grip Y-Axis Lever Forward Positive Position Status	0 to 3
64983	Extended Joystick Message 1	2663	Joystick 1 Grip Y-Axis Position	0 to 102 %
64983	Extended Joystick Message 1	2679	Joystick 1 Theta-Axis Neutral Position Status	0 to 3
64983	Extended Joystick Message 1	2674	Joystick 1 Theta-Axis Counter Clockwise Negative Position Status	0 to 3
64983	Extended Joystick Message 1	2669	Joystick 1 Theta-Axis Clockwise Positive Position Status	0 to 3
64983	Extended Joystick Message 1	2664	Joystick 1 Theta-Axis Position	0 to 102 %
64983	Extended Joystick Message 1	2684	Joystick 1 Theta-Axis Detent Position Status	0 to 3
64983	Extended Joystick Message 1	2683	Joystick 1 Grip Y-Axis Detent Position Status	0 to 3
64983	Extended Joystick Message 1	2682	Joystick 1 Grip X-Axis Detent Position Status	0 to 3
64984	Basic Joystick Message 2	2712	Joystick 2 X-Axis Neutral Position Status	0 to 3
64984	Basic Joystick Message 2	2707	Joystick 2 X-Axis Lever Left Negative Position Status	0 to 3
64984	Basic Joystick Message 2	2702	Joystick 2 X-Axis Lever Right Positive Position Status	0 to 3
64984	Basic Joystick Message 2	2697	Joystick 2 X-Axis Position	0 to 102 %
64984	Basic Joystick Message 2	2713	Joystick 2 Y-Axis Neutral Position Status	0 to 3
64984	Basic Joystick Message 2	2708	Joystick 2 Y-Axis Lever Back Negative Position Status	0 to 3
64984	Basic Joystick Message 2	2703	Joystick 2 Y-Axis Lever Forward Positive Position Status	0 to 3
64984	Basic Joystick Message 2	2698	Joystick 2 Y-Axis Position	0 to 102 %
64984	Basic Joystick Message 2	2718	Joystick 2 Y-Axis Detent Position Status	0 to 3
64984	Basic Joystick Message 2	2717	Joystick 2 X-Axis Detent Position Status	0 to 3
64984	Basic Joystick Message 2	2725	Joystick 2 Button 4 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2724	Joystick 2 Button 3 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2723	Joystick 2 Button 2 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2722	Joystick 2 Button 1 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2729	Joystick 2 Button 8 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2728	Joystick 2 Button 7 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2727	Joystick 2 Button 6 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2726	Joystick 2 Button 5 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2733	Joystick 2 Button 12 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2732	Joystick 2 Button 11 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2731	Joystick 2 Button 10 Pressed Status	0 to 3
64984	Basic Joystick Message 2	2730	Joystick 2 Button 9 Pressed Status	0 to 3
64985	Extended Joystick Message 2	2714	Joystick 2 Grip X-Axis Neutral Position Status	0 to 3
64985	Extended Joystick Message 2	2709	Joystick 2 Grip X-Axis Lever Left Negative Position Status	0 to 3
64985	Extended Joystick Message 2	2704	Joystick 2 Grip X-Axis Lever Right Positive Position Status	0 to 3
64985	Extended Joystick Message 2	2699	Joystick 2 Grip X-Axis Position	0 to 102 %
64985	Extended Joystick Message 2	2715	Joystick 2 Grip Y-Axis Neutral Position Status	0 to 3
64985	Extended Joystick Message 2	2710	Joystick 2 Grip Y-Axis Lever Back Negative Position Status	0 to 3
64985	Extended Joystick Message 2	2705	Joystick 2 Grip Y-Axis Lever Forward Positive Position Status	0 to 3
64985	Extended Joystick Message 2	2700	Joystick 2 Grip Y-Axis Position	0 to 102 %
64985	Extended Joystick Message 2	2716	Joystick 2 Theta-Axis Neutral Position Status	0 to 3
64985	Extended Joystick Message 2	2711	Joystick 2 Theta-Axis Counter Clockwise Negative Position Status	0 to 3
64985	Extended Joystick Message 2	2706	Joystick 2 Theta-Axis Clockwise Positive Position Status	0 to 3
64985	Extended Joystick Message 2	2701	Joystick 2 Theta-Axis Position	0 to 102 %
64985	Extended Joystick Message 2	2721	Joystick 2 Theta-Axis Detent Position Status	0 to 3
64985	Extended Joystick Message 2	2720	Joystick 2 Grip Y-Axis Detent Position Status	0 to 3
64985	Extended Joystick Message 2	2719	Joystick 2 Grip X-Axis Detent Position Status	0 to 3
64986	Basic Joystick Message 3	2749	Joystick 3 X-Axis Neutral Position Status	0 to 3
64986	Basic Joystick Message 3	2744	Joystick 3 X-Axis Lever Left Negative Position Status	0 to 3
64986	Basic Joystick Message 3	2739	Joystick 3 X-Axis Lever Right Positive Position Status	0 to 3
64986	Basic Joystick Message 3	2734	Joystick 3 X-Axis Position	0 to 102 %
64986	Basic Joystick Message 3	2750	Joystick 3 Y-Axis Neutral Position Status	0 to 3
64986	Basic Joystick Message 3	2745	Joystick 3 Y-Axis Lever Back Negative Position Status	0 to 3
64986	Basic Joystick Message 3	2740	Joystick 3 Y-Axis Lever Forward Positive Position Status	0 to 3
64986	Basic Joystick Message 3	2735	Joystick 3 Y-Axis Position	0 to 102 %
64986	Basic Joystick Message 3	2755	Joystick 3 Y-Axis Detent Position Status	0 to 3
64986	Basic Joystick Message 3	2754	Joystick 3 X-Axis Detent Position Status	0 to 3
64986	Basic Joystick Message 3	2762	Joystick 3 Button 4 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2761	Joystick 3 Button 3 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2760	Joystick 3 Button 2 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2759	Joystick 3 Button 1 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2766	Joystick 3 Button 8 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2765	Joystick 3 Button 7 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2764	Joystick 3 Button 6 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2763	Joystick 3 Button 5 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2770	Joystick 3 Button 12 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2769	Joystick 3 Button 11 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2768	Joystick 3 Button 10 Pressed Status	0 to 3
64986	Basic Joystick Message 3	2767	Joystick 3 Button 9 Pressed Status	0 to 3
64987	Extended Joystick Message 3	2751	Joystick 3 Grip X-Axis Neutral Position Status	0 to 3
64987	Extended Joystick Message 3	2746	Joystick 3 Grip X-Axis Lever Left Negative Position Status	0 to 3
64987	Extended Joystick Message 3	2741	Joystick 3 Grip X-Axis Lever Right Positive Position Status	0 to 3
64987	Extended Joystick Message 3	2736	Joystick 3 Grip X-Axis Position	0 to 102 %
64987	Extended Joystick Message 3	2752	Joystick 3 Grip Y-Axis Neutral Position Status	0 to 3
64987	Extended Joystick Message 3	2747	Joystick 3 Grip Y-Axis Lever Back Negative Position Status	0 to 3
64987	Extended Joystick Message 3	2742	Joystick 3 Grip Y-Axis Lever Forward Positive Position Status	0 to 3
64987	Extended Joystick Message 3	2737	Joystick 3 Grip Y-Axis Position	0 to 102 %
64987	Extended Joystick Message 3	2753	Joystick 3 Theta-Axis Neutral Position Status	0 to 3
64987	Extended Joystick Message 3	2748	Joystick 3 Theta-Axis Counter Clockwise Negative Position Status	0 to 3
64987	Extended Joystick Message 3	2743	Joystick 3 Theta-Axis Clockwise Positive Position Status	0 to 3
64987	Extended Joystick Message 3	2738	Joystick 3 Theta-Axis Position	0 to 102 %
64987	Extended Joystick Message 3	2758	Joystick 3 Theta-Axis Detent Position Status	0 to 3
64987	Extended Joystick Message 3	2757	Joystick 3 Grip Y-Axis Detent Position Status	0 to 3
64987	Extended Joystick Message 3	2756	Joystick 3 Grip X-Axis Detent Position Status	0 to 3
64988	Marine Control Information	2615	Engine Throttle Synchronization Mode Status	0 to 15
64988	Marine Control Information	2616	Trolling Mode Status	0 to 3
64988	Marine Control Information	2617	Slow Vessel Mode Status	0 to 3
64991	Front Wheel Drive Status	2612	Front Wheel Drive Actuator Status	0 to 3
64992	Ambient Conditions 2	2610	Solar Intensity Percent	0 to 100 %
64992	Ambient Conditions 2	2611	Solar Sensor Maximum	0 to 100 mW/cm^2
64992	Ambient Conditions 2	4490	Specific Humidity	0 to 642.55 g/kg
64993	Cab A/C Climate System Information	2609	Cab A/C Refrigerant Compressor Outlet Pressure	0 to 4000 kPa
64994	Supply Pressure Demand	2603	Pneumatic Supply Pressure Request	"0 to 2,000 kPa"
64994	Supply Pressure Demand	2604	Parking and/or Trailer Air Pressure Request	"0 to 2,000 kPa"
64994	Supply Pressure Demand	2605	"Service Brake Air Pressure Request, Circuit #1"	"0 to 2,000 kPa"
64994	Supply Pressure Demand	2606	"Service Brake Air Pressure Request, Circuit #2"	"0 to 2,000 kPa"
64994	Supply Pressure Demand	2607	Auxiliary Equipment Supply Pressure Request	"0 to 2,000 kPa"
64994	Supply Pressure Demand	2608	Air Suspension Supply Pressure Request	"0 to 2,000 kPa"
64995	Equipment Operation and Control	2601	Travel Velocity Control Position	-125 to 125 %
64996	Equipment Performance Data	2600	Payload Percentage	0 to 250 %
